,node,desc,type,pmax,pmin,fuelcost,inflow_fac,inflow_ref,storage_cap,storage_price,storval_filling_ref,storval_time_ref,storage_ini,pump_cap,pump_efficiency,pump_deadband,scenario
218,PT0 0,PT0 0 hydro,hydro,1515.3,0.0,0.0,0.9,inflow_PT_1,2127667.312402967,1.0,const,const,0.67,0.0,0.0,0.0,
219,PT0 0,PT0 0 ror,ror,2857.5999999999995,0.0,0.0,0.9,gen_ror_PT_1,0.0,,,,,0.0,,,
220,PT0 0,PT0 0 solar-hsat,solar,323.5,0.0,0.01,1.0,gen_sol_PT_2,0.0,,,,,0.0,,,
221,PT0 0,PT0 0 onwind,wind_on,5126.6,0.0,0.015,1.0,gen_wind_PT_3,0.0,,,,,0.0,,,
222,RO0 0,RO0 0 CCGT,fossil_gas,3033.0,0.0,46.80312068965517,1.0,const,0.0,,,,,0.0,,,
223,RO0 0,RO0 0 coal,fossil_other,4128.0,0.0,22.73498787878788,1.0,const,0.0,,,,,0.0,,,
224,RO0 0,RO0 0 hydro,hydro,3373.0,0.0,0.0,0.9,inflow_RO_1,9171651.7526079,1.0,const,const,0.67,0.0,0.0,0.0,
225,RO0 0,RO0 0 nuclear,nuclear,1300.0,0.0,14.013271165644172,0.906,const,0.0,,,,,0.0,,,
226,RO0 0,RO0 0 ror,ror,2770.0,0.0,0.0,0.9,gen_ror_RO_1,0.0,,,,,0.0,,,
227,RO0 0,RO0 0 solar-hsat,solar,1150.0,0.0,0.01,1.0,gen_sol_RO_2,0.0,,,,,0.0,,,
228,RO0 0,RO0 0 onwind,wind_on,2968.0,0.0,0.015,1.0,gen_wind_RO_4,0.0,,,,,0.0,,,
229,RS0 0,RS0 0 PHS,PHS,639.0,0.0,0.0,0.0,const,3834.0,1.0,const,const,0.67,639.0,0.8660254037844386,1.5,
230,RS0 0,RS0 0 CCGT,fossil_gas,286.41,0.0,46.80312068965517,1.0,const,0.0,,,,,0.0,,,
231,RS0 0,RS0 0 lignite,fossil_other,5600.5,0.0,13.256654545454545,1.0,const,0.0,,,,,0.0,,,
232,RS0 0,RS0 0 hydro,hydro,344.70000000000005,0.0,0.0,0.9,inflow_RS_1,0.0,1.0,const,const,0.67,0.0,0.0,0.0,
233,RS0 0,RS0 0 ror,ror,1981.98,0.0,0.0,0.9,gen_ror_RS_1,0.0,,,,,0.0,,,
234,RS0 0,RS0 0 solar-hsat,solar,23.448,0.0,0.01,1.0,gen_sol_RS_2,0.0,,,,,0.0,,,
235,RS0 0,RS0 0 onwind,wind_on,398.32,0.0,0.015,1.0,gen_wind_RS_1,0.0,,,,,0.0,,,
236,SE1 0,SE1 0 PHS,PHS,92.0,0.0,0.0,0.0,const,72120.0,1.0,const,const,0.67,92.0,0.8660254037844386,1.5,
237,SE1 0,SE1 0 biomass,RES_other,1111.0,0.0,15.82820512820513,1.0,const,0.0,,,,,0.0,,,
238,SE1 0,SE1 0 CCGT,fossil_gas,176.0,0.0,46.80312068965518,1.0,const,0.0,,,,,0.0,,,
239,SE1 0,SE1 0 hydro,hydro,16301.000000000002,0.0,0.0,0.9,inflow_SE_1,50644760.40307087,1.0,const,const,0.67,0.0,0.0,0.0,
240,SE1 0,SE1 0 nuclear,nuclear,8585.999999999998,0.0,14.01327116564417,0.817,const,0.0,,,,,0.0,,,
241,SE1 0,SE1 0 ror,ror,1279.0,0.0,0.0,0.9,gen_ror_SE_1,0.0,,,,,0.0,,,
242,SE1 0,SE1 0 solar-hsat,solar,714.0,0.0,0.01,1.0,gen_sol_SE_2,0.0,,,,,0.0,,,
243,SE1 0,SE1 0 offwind-dc,wind_off,281.15,0.0,0.015,1.0,gen_wind_SE_2,0.0,,,,,0.0,,,
244,SE1 0,SE1 0 onwind,wind_on,7506.0,0.0,0.015,1.0,gen_wind_SE_4,0.0,,,,,0.0,,,
245,SI0 0,SI0 0 PHS,PHS,180.0,0.0,0.0,0.0,const,1080.0,1.0,const,const,0.67,180.0,0.8660254037844386,1.5,
246,SI0 0,SI0 0 CCGT,fossil_gas,491.0,0.0,46.80312068965517,1.0,const,0.0,,,,,0.0,,,
247,SI0 0,SI0 0 coal,fossil_other,1038.3201826138338,0.0,22.73498787878788,1.0,const,0.0,,,,,0.0,,,
248,SI0 0,SI0 0 hydro,hydro,576.1899999999998,0.0,0.0,0.9,inflow_SI_1,2200000.0,1.0,const,const,0.67,0.0,0.0,0.0,
249,SI0 0,SI0 0 nuclear,nuclear,696.0,0.0,14.013271165644172,0.884,const,0.0,,,,,0.0,,,
250,SI0 0,SI0 0 ror,ror,1053.0,0.0,0.0,0.9,gen_ror_SI_1,0.0,,,,,0.0,,,
251,SI0 0,SI0 0 solar-hsat,solar,275.34,0.0,0.01,1.0,gen_sol_SI_2,0.0,,,,,0.0,,,
252,SK0 0,SK0 0 PHS,PHS,916.0,0.0,0.0,0.0,const,5496.0,1.0,const,const,0.67,916.0,0.8660254037844386,1.5,
253,SK0 0,SK0 0 CCGT,fossil_gas,1153.0,0.0,91.64973636767785,1.0,const,0.0,,,,,0.0,,,
254,SK0 0,SK0 0 coal,fossil_other,541.0,0.0,22.73498787878788,1.0,const,0.0,,,,,0.0,,,
255,SK0 0,SK0 0 hydro,hydro,418.0,0.0,0.0,0.9,inflow_SK_1,3256373.937677054,1.0,const,const,0.67,0.0,0.0,0.0,
256,SK0 0,SK0 0 nuclear,nuclear,1940.0000000000005,0.0,14.01327116564417,0.908,const,0.0,,,,,0.0,,,
257,SK0 0,SK0 0 ror,ror,1208.0,0.0,0.0,0.9,gen_ror_SK_1,0.0,,,,,0.0,,,
258,SK0 0,SK0 0 solar-hsat,solar,531.0,0.0,0.01,1.0,gen_sol_SK_2,0.0,,,,,0.0,,,
259,NO1 UtSira,UtSira,wind_offshore,5000.0,0.0,0.0,1.0,NO1 UtSira,,,,,,,,,"A,B,C"
260,NO1 SN_II,Nors sjøen II,wind_offshore,5000.0,0.0,0.0,1.0,NO1 SN_II,,,,,,,,,"A,B,C"
