AL0,AT0,BA0,BE0,BG0,CH0,CZ0,DE0,DK0,DK1,EE0,ES0,ES2,FI1,FR0,FR6,GB3,GB4,GR0,HR0,HU0,IE4,IT0,IT5,LT0,LU0,LV0,ME0,MK0,NL0,NO1,PL0,PT0,RO0,RS0,SE1,SI0,SK0,mean
47.42122483828301,49.672747008647725,47.504059198432536,50.65291973929023,47.09275582811875,51.104840828352124,49.132198259709234,51.36997359885032,51.35772907806635,48.59492960243703,61.326673286203025,50.735596475902405,50.735596475902405,48.79247047709072,50.9832709200965,46.85057100121096,46.757298934358715,36.231545371285335,47.170370636840076,47.59462603923992,46.92510922992962,49.22810515138031,51.04725586782396,51.04725586782396,61.32667328620301,52.09536079589826,61.326673286203025,47.482359558789994,47.131680590781095,51.37851353913405,48.511373724602215,61.32743408708524,50.735596475902405,47.06776872644977,47.08552148426247,48.640725699126975,48.12194490316518,45.88883581214279,49.77953189357795
