AL0,AT0,BA0,BE0,BG0,CH0,CZ0,DE0,DK0,DK1,EE0,ES0,ES2,FI1,FR0,FR6,GB3,GB4,GR0,HR0,HU0,IE4,IT0,IT5,LT0,LU0,LV0,ME0,MK0,NL0,NO1,PL0,PT0,RO0,RS0,SE1,SI0,SK0,mean
47.38374870838031,49.575889185724854,47.46231709766599,50.582598676746464,47.06832837329349,51.00875952526425,48.98062751468208,51.2616541789405,51.24356741447077,47.03367329157312,61.15728724899836,50.710621146480676,50.710621146480676,47.2129883378548,50.901229901530925,46.786112108473496,46.4104084673746,36.21260610127952,47.143261189448765,47.54931109941573,46.90825761416761,49.10270050044947,50.998352119022506,50.998352119022506,61.157287248998344,52.03878751765264,61.15728724899836,47.44184638230273,47.105915631141706,51.25820928678642,47.04224680204821,61.15804804988057,50.710621146480676,47.04426207323947,47.06137891689341,47.0357330166598,48.05456025367583,45.90911868542171,49.492951538204096
