AL0,AT0,BA0,BE0,BG0,CH0,CZ0,DE0,DK0,DK1,EE0,ES0,ES2,FI1,FR0,FR6,GB3,GB4,GR0,HR0,HU0,IE4,IT0,IT5,LT0,LU0,LV0,ME0,MK0,NL0,NO1,PL0,PT0,RO0,RS0,SE1,SI0,SK0,mean
47.50089886582205,49.944175579549665,47.59666258920546,50.8254323393105,47.12452127027603,51.39010865267274,49.58173835032149,51.68610240922889,51.67961273069692,50.40495741159195,61.815632253893284,50.83132596803405,50.83132596803405,50.89451600378854,51.20051264346375,46.939606229489584,46.30164904115101,36.18011262740569,47.21449457225796,47.698198784408554,46.94440846686585,49.04608033499429,51.195131793130834,51.195131793130834,61.81563225389327,52.321078378395626,61.81563225389327,47.571375708842965,47.169220109688005,51.72849437921728,50.78420386993336,61.81639305477548,50.83132596803405,47.09615966799128,47.1141747013095,50.745810806327356,48.29287191919832,45.79381023078484,50.170282473927216
