AL0,AT0,BA0,BE0,BG0,CH0,CZ0,DE0,DK0,DK1,EE0,ES0,ES2,FI1,FR0,FR6,GB3,GB4,GR0,HR0,HU0,IE4,IT0,IT5,LT0,LU0,LV0,ME0,MK0,NL0,NO1,PL0,PT0,RO0,RS0,SE1,SI0,SK0,mean
47.399267976766986,49.62876936637458,47.48337877950172,50.60652001948646,47.077962096859466,51.06275469753856,49.05983423375337,51.323527703669974,51.30972872943373,46.99567243744042,61.26120829246963,50.723044956253155,50.723044956253155,47.20393990112761,50.946022587972486,46.82866020342532,46.203298120994354,36.16170096877823,47.154567402258444,47.57174713661579,46.91669633818228,49.00533812453901,51.03095375638106,51.03095375638106,61.26120829246962,52.08231729909637,61.26120829246963,47.46021566126926,47.116235416950516,51.32968142206616,46.78996133646166,61.26196909335184,50.723044956253155,47.053430943816004,47.0701504702927,47.01781109687536,48.087881799730965,45.898350290756014,49.49162105416637
