AL0,AT0,BA0,BE0,BG0,CH0,CZ0,DE0,DK0,DK1,EE0,ES0,ES2,FI1,FR0,FR6,GB3,GB4,GR0,HR0,HU0,IE4,IT0,IT5,LT0,LU0,LV0,ME0,MK0,NL0,NO1,PL0,PT0,RO0,RS0,SE1,SI0,SK0,mean
47.40892778587199,49.64368293212574,47.491938439811456,50.622448831979874,47.08226053962061,51.07648144857682,49.08028686915101,51.33957139694159,51.32721843487758,48.15385520172704,61.30052789755315,50.72753284750668,50.72753284750668,48.35552959999138,50.957568680641536,46.81516454621996,45.88191362838297,36.12692857042397,47.160713955123065,47.58031575440186,46.91875506128402,48.838166477397145,51.03311711515733,51.03311711515733,61.30052789755314,52.08922121013559,61.30052789755315,47.46993745110948,47.12142951326727,51.34535188085794,48.036273728090976,61.30128869843535,50.72753284750668,47.05723568113992,47.07413237451132,48.195673676569925,48.10063017502038,45.89360015664949,49.62591596685623
